Edit_distance,Entropy,F_Values,Generations
28.366932710861292,5.2486450925119446,582.4503708146833,0
27.757056824084,5.477389640051943,552.3994605252219,1
26.25746460331065,5.591455882865591,552.3994605252219,2
24.599300185098,5.504610485283479,509.3483195735408,3
22.876512005212962,5.417064433582783,458.6935238211673,4
22.648697042429053,5.213686566778223,432.2178968323662,5
23.945607086479786,5.0262745669937,430.3076609886317,6
22.56011694865402,4.940370586192723,388.53308081288463,7
22.16647425470784,4.711491738934063,378.5381424693176,8
21.482046644635847,4.623251355722617,366.94917202444935,9
22.09961557903937,4.446566884282158,349.15702619895495,10
22.213717669840523,4.300539554449456,326.9260167169585,11
22.12285915812278,4.154782152287266,326.9260167169585,12
22.030653966277157,4.090542989205919,286.3115655600369,13
22.00305935017298,3.961533806811804,286.3115655600369,14
21.956029603680204,3.9257941844478568,286.3115655600369,15
23.866148789970815,3.868590972197293,230.3201623224374,16
23.802549541546306,3.7301572786552355,230.3201623224374,17
23.7472840722544,3.7959009171085523,230.3201623224374,18
23.69077296019965,3.763069853734787,230.3201623224374,19
23.62276316725815,3.696217420187313,230.3201623224374,20
23.52119747685684,3.7218367206589664,230.3201623224374,21
23.460040782701984,3.6778637919656147,230.3201623224374,22
23.39223454755218,3.6330682642237955,230.3201623224374,23
23.359661043432833,3.639181851615919,230.3201623224374,24
23.181295262054814,3.653433415231318,223.09489345685586,25
23.33018094616116,3.639321584088173,208.49225466588877,26
23.308502022322656,3.6065614533640438,208.49225466588877,27
23.801450929070757,3.620823643908748,207.73100906096505,28
23.366585770993,3.580592207244705,200.63051626247056,29
23.547590080885684,3.5592186948056277,199.75970639032676,30
23.493364556262083,3.5642693925673585,199.75970639032676,31
23.451901988707952,3.5712338673476354,199.75970639032676,32
23.447810521755958,3.5806944025672593,199.75970639032676,33
22.718085481358838,3.5684356934112564,199.15884308253277,34
22.703130591184284,3.559190582033138,199.15884308253277,35
22.65021039121431,3.5587218945146897,199.15884308253277,36
23.76676418376099,3.5521882287509183,189.7669263188775,37
23.751890023520538,3.526607026525084,189.7669263188775,38
23.75951169207894,3.5719157855803694,189.7669263188775,39
23.06217190250111,3.535120952410218,181.07689018998406,40
23.648936649226282,3.5271282696725597,176.0356658483442,41
23.631621622533547,3.5165961427895356,176.0356658483442,42
24.0762647506579,3.5470731157691398,167.93767470259183,43
24.040282780722684,3.497232241810589,167.93767470259183,44
24.01791077509236,3.5125200225037974,167.93767470259183,45
23.998674983056315,3.498815000638442,167.93767470259183,46
24.29024821273995,3.521687844035884,161.45410206276262,47
24.26223977583476,3.511166990454054,161.45410206276262,48
24.21602948238903,3.510014083974102,161.45410206276262,49
24.19087315099581,3.525330676184833,161.45410206276262,50
24.232882467117527,3.5371110245505446,155.67940254365692,51
24.186397679692952,3.4969895777690585,155.67940254365692,52
24.16512434300282,3.536729490139719,155.67940254365692,53
24.158442734868952,3.544520729654262,155.67940254365692,54
24.164139142247393,3.540987451093745,155.67940254365692,55
24.17664275984005,3.5052708714091576,155.67940254365692,56
24.162965458928714,3.5178339426352623,155.67940254365692,57
24.18288686960861,3.492819686912397,155.67940254365692,58
24.224790903000702,3.510865050971119,155.67940254365692,59
24.215466839810812,3.4841784077025455,155.67940254365692,60
24.20260021512258,3.490893902541563,155.67940254365692,61
24.22231557956864,3.5015799771715628,155.67940254365692,62
24.257857817268423,3.5385404228585733,154.9962984833868,63
24.282247185162504,3.522391867147871,154.9962984833868,64
24.843464849473623,3.5019190330727046,136.704093222749,65
24.819657055070113,3.466158914829304,136.704093222749,66
24.814129798212115,3.5259496267759967,136.704093222749,67
24.790784356567247,3.4549122481226475,136.704093222749,68
24.766391572490505,3.518073334429513,136.704093222749,69
24.771941694583354,3.475528004354095,136.704093222749,70
24.78694577782196,3.499579151672021,136.704093222749,71
24.804510091880495,3.517843437477331,136.704093222749,72
24.792644587163796,3.5211630848457296,136.704093222749,73
24.814162823919993,3.52468581061828,136.704093222749,74
24.8303834033228,3.5077207756506663,136.704093222749,75
24.860652572963957,3.5207460086655407,136.704093222749,76
24.850270135027106,3.504340151573347,136.704093222749,77
24.84575239077236,3.5494106080928196,136.704093222749,78
24.846919044831164,3.530528992003962,136.704093222749,79
24.831796077877677,3.5048709243789964,136.704093222749,80
24.805974883924723,3.499323526358201,136.704093222749,81
