Edit_distance,Entropy,F_Values,Generations
11.330152176431747,3.9412788069708684,76.65876937558461,0
10.320113264773328,3.8747696771713063,55.89662143026983,1
9.225011602711083,3.6969887567392234,25.615971848428202,2
9.068846490572414,3.5979201391315696,10.534410984749407,3
8.631188254406249,3.4981720369457676,10.534410984749407,4
7.201279718291375,3.420971691794629,-3.2128066577280734,5
7.419777781731959,3.331160740807713,-16.267355095982374,6
6.8110078909095275,3.279294249061152,-20.331988182658637,7
6.175151491654529,3.1573993267903844,-21.531101926914097,8
6.257683621118595,3.0629494639286547,-25.236969415249618,9
6.140281367474521,2.972038200912663,-27.548410771716984,10
5.991096638628639,2.8701355468136067,-27.548410771716984,11
5.827832860663452,2.888818856040486,-27.548410771716984,12
5.649824564357058,2.8102395736249464,-27.548410771716984,13
5.53169501713342,2.729117008798216,-27.548410771716984,14
5.323092302635792,2.646462415512292,-30.947214745448406,15
5.264483585618233,2.5744662780578955,-30.947214745448406,16
5.195725991784088,2.4987542541382193,-30.947214745448406,17
5.111081905983695,2.4181806567450015,-30.947214745448406,18
5.012914380644792,2.3831002636797645,-30.947214745448406,19
4.980787158584323,2.280677709876105,-30.947214745448406,20
4.8592197989570645,2.249368477091027,-32.13616973685225,21
4.912809107957165,2.213736302484862,-32.879587130862184,22
4.863861765428076,2.1527620477571734,-32.879587130862184,23
4.857642323951263,2.0945742619125003,-32.879587130862184,24
4.7821483555420246,2.053575237639371,-32.879587130862184,25
4.773918665041802,2.0189504918486967,-32.879587130862184,26
4.698546598899788,1.9915555073618734,-32.879587130862184,27
4.661568969217751,1.9452937900791865,-32.879587130862184,28
4.666181757996354,1.9075900440832028,-32.879587130862184,29
4.678276600783822,1.8823180361209553,-33.66658174765294,30
4.608577303511036,1.8824253254330976,-33.66658174765294,31
4.614430767927856,1.83528872112446,-33.66658174765294,32
4.582743898512002,1.8036877719207114,-33.66658174765294,33
4.582260840891228,1.7777408758248763,-33.66658174765294,34
4.591113316069626,1.8072839995887025,-33.66658174765294,35
4.561873310166055,1.7749015192992972,-33.66658174765294,36
4.571178213291438,1.7392752995829177,-33.66658174765294,37
4.570308285304856,1.7239028919703134,-33.66658174765294,38
4.537654397943334,1.7271666615133245,-33.66658174765294,39
4.5587654708178595,1.702633598891507,-33.66658174765294,40
4.541805952307045,1.6465772659710747,-33.66658174765294,41
4.535334790503092,1.634545726476442,-33.66658174765294,42
4.527218067332158,1.6655676938274724,-33.66658174765294,43
4.541034196341801,1.6398674173641585,-33.66658174765294,44
4.5436967659165255,1.8574223985044451,-33.66658174765294,45
4.535304510317675,3.0444589605914674,-33.66658174765294,46
